,position,company,min_rank,mean_rank,kws_rank,job_count
8522,"Opioid Agonist Treatment Clinic Nurse - Registered Nurse (RN) / Registered Psychiatric Nurse (RPN), Fraser Regional Correctional Centre (FRCC), Maple Ridge BC - Correctional Health Services",Provincial Health Services Authority,0,681.0,"health (0), authority (1), fraser (2), nurse (5), services (7), registered (10), provincial (37), centre (43), psychiatric (78), rpn (86), ridge (123), clinic (132), regional (238), maple (288), treatment (401), correctional (887), frcc (2,071), opioid (3,894), agonist (4,636)",2
8523,"Nurse Practitioner - Home Health, Three Bridges Community Health Centre",Vancouver Coastal Health,0,681.2,"health (0), vancouver (4), nurse (5), coastal (12), community (35), practitioner (40), centre (43), home (118), three (3,112), bridges (3,443)",2
8524,Performance Engineer (contract),Capgemini,9,681.25,"engineer (9), contract (121), performance (636), capgemini (1,959)",2
8525,Senior Mechanical Engineer,Prism Engineering Limited,6,681.33,"senior (6), engineer (9), engineering (71), limited (110), mechanical (153), prism (3,739)",2
8526,Manager/Assistant Manager â Cross Border Tax,Baker Tilly Canada,3,681.5,"manager (3), canada (11), assistant (14), tax (221), baker (733), cross (847), tilly (1,774), border (1,849)",2
8527,Food Service Worker,Dexterra,38,681.5,"service (38), worker (47), food (95), dexterra (2,546)",2
8528,Platform Full-Stack Developer,WillowTree,51,681.6,"full (51), developer (53), stack (317), platform (404), willowtree (2,583)",2
8529,Parts Advisor (Kia Downtown),Go Auto,77,681.6,"advisor (77), auto (193), downtown (635), parts (908), kia (1,595)",2
8530,Merchandise Associate (Part time) - Pacific Centre,RCL - Reitmans Canada Ltd/LtÃ©e,11,681.91,"canada (11), associate (18), ltd (23), time (30), centre (43), part (58), pacific (251), merchandise (616), ltã (1,685), rcl (2,369), reitmans (2,397)",2
8531,Claims Adjuster,BCAA,387,682.33,"claims (387), bcaa (608), adjuster (1,052)",2
8532,Grant Manager,Muslim Food Bank and Community Services,3,682.38,"manager (3), services (7), and (13), community (35), food (95), bank (528), grant (1,907), muslim (2,871)",2
8533,Heavy Duty Mechanic,"Coeur Mining, Inc.",17,682.67,"inc (17), mechanic (230), mining (456), heavy (593), duty (788), coeur (2,012)",2
8534,Sales Associate,Hot Topic,16,682.75,"sales (16), associate (18), hot (1,239), topic (1,458)",8
8535,"Abercrombie & Fitch - Key Lead, Metropolis at Metrotown",Abercrombie & Fitch Co.,52,682.83,"lead (52), metrotown (603), key (736), metropolis (804), fitch (945), abercrombie (957)",2
8536,"Technology Manager, Front-End - Digital Experiences",lululemon,3,683.0,"manager (3), technology (109), digital (207), lululemon (268), front (291), end (506), experiences (3,397)",2
8537,Rope Access Technician,Park Avenue Building Services,7,683.0,"services (7), technician (28), building (184), park (254), access (349), rope (1,811), avenue (2,148)",2
8538,Full Time Team Leader-Street Fundraising,Up Fundraising,30,683.0,"time (30), full (51), team (100), leader (206), street (835), fundraising (2,876)",2
8539,Estimator,Skyline Recruitment Ltd,23,683.25,"ltd (23), recruitment (192), estimator (363), skyline (2,155)",2
8540,Principal Data Platform Engineer,fabric,9,683.4,"engineer (9), data (106), principal (205), platform (404), fabric (2,693)",2
8541,"Senior Software Engineer, Robotics Simulation",Sanctuary AI,6,683.5,"senior (6), engineer (9), software (21), sanctuary (1,159), robotics (1,175), simulation (1,731)",2
8542,Customer Support Representative,Diamond Interactive,56,683.6,"representative (56), support (63), customer (102), interactive (966), diamond (2,231)",2
8543,CBSA - Tactical Security Guard,GardaWorld,90,683.8,"security (90), guard (409), gardaworld (812), tactical (1,051), cbsa (1,057)",30
8544,Clinical Nurse Specialist (CNS),Fraser Health Authority,0,683.86,"health (0), authority (1), fraser (2), nurse (5), specialist (24), clinical (79), cns (4,676)",2
8545,DYNAMITE - Assistant Manager - Guildford Town Centre,Groupe Dynamite,3,683.86,"manager (3), assistant (14), centre (43), groupe (1,079), guildford (1,163), town (1,195), dynamite (1,290)",2
8546,Operations Maintenance Coordinator,Domtar,31,684.0,"coordinator (31), operations (88), maintenance (129), domtar (2,488)",2
8547,Document Controller - Construction,EBC Inc.,17,684.0,"inc (17), construction (72), controller (477), ebc (1,249), document (1,605)",2
8548,Project Manager,HCLTech,3,684.0,"manager (3), project (42), hcltech (2,007)",2
8549,Research Assistant - DeMarco Lab,The University of British Columbia,14,684.12,"assistant (14), university (55), the (61), columbia (66), british (75), research (167), lab (321), demarco (4,714)",2
8550,"Project Manager, Archaeology",WSP in Canada,3,684.4,"manager (3), canada (11), project (42), wsp (114), archaeology (3,252)",6
8551,"NA Retail Communications French Canadian Translation Coordinator (Vancouver, Hybrid)",lululemon,4,684.44,"vancouver (4), coordinator (31), canadian (59), retail (70), communications (213), hybrid (227), lululemon (268), french (339), translation (4,949)",1
8552,Assistant Office Administrator (Seasonal Part-Time | May to October),Abell Pest Control,14,684.45,"assistant (14), time (30), part (58), administrator (139), office (149), control (240), seasonal (286), may (982), pest (1,061), abell (1,899), october (2,671)",4
8553,Inside Sales Representative,TEKsystems,16,684.5,"sales (16), representative (56), inside (347), teksystems (2,319)",2
8554,"shift supervisor - Store# 18235, FREMONT VILLAGE",Starbucks,29,684.5,"supervisor (29), store (32), starbucks (73), shift (94), village (142), fremont (3,737)",2
8555,Project Co Ordinator,North Western Property Maintenance,42,684.67,"project (42), north (117), maintenance (129), western (182), property (217), ordinator (3,421)",2
8556,HRIS Consultant,Vancity,74,684.67,"consultant (74), vancity (597), hris (1,383)",2
8557,"PwC Private, Cross Border Tax, Manager",PwC Canada,3,684.71,"manager (3), canada (11), tax (221), private (487), cross (847), pwc (1,375), border (1,849)",2
8558,Technical Analyst for Sustainable Bio-based Materials,The University of British Columbia,44,684.73,"analyst (44), university (55), the (61), columbia (66), british (75), technical (124), for (170), based (211), materials (329), sustainable (2,110), bio (4,287)",2
8559,Assistant Store Manager - Coquitlam Centre,RCL - Reitmans Canada Ltd/LtÃ©e,3,684.8,"manager (3), canada (11), assistant (14), ltd (23), store (32), centre (43), coquitlam (271), ltã (1,685), rcl (2,369), reitmans (2,397)",2
8560,Primary Education Assistants - St. Jude's Elementary,Catholic Independent Schools Vancouver Archdiocese (CISVA),4,685.18,"vancouver (4), elementary (191), schools (195), primary (216), education (246), independent (258), archdiocese (294), catholic (304), cisva (306), assistants (2,119), jude (3,404)",2
8561,Sr Manager- Facility Operations 2,FedEx Canada,3,685.2,"manager (3), canada (11), operations (88), facility (816), fedex (2,508)",2
8562,Brand Marketing Manager,INDOCHINO,3,685.25,"manager (3), marketing (103), brand (302), indochino (2,333)",2
8563,Mobile Tire Technician,Tesla,28,685.25,"technician (28), mobile (355), tire (1,039), tesla (1,319)",2
8564,Instructional Designer,"SOCi, Inc.",17,685.25,"inc (17), designer (111), soci (1,251), instructional (1,362)",2
8565,Pharmacist - FT (Langley),Otter Co-op,125,685.33,"langley (125), pharmacist (172), otter (1,759)",2
8566,System Project Lead,Torus Talent,42,685.4,"project (42), lead (52), talent (310), system (405), torus (2,618)",2
8567,"barista - Store# 00143, HERITAGE MOUNTAIN",Starbucks,32,685.6,"store (32), starbucks (73), barista (150), mountain (450), heritage (2,723)",2
8568,Logistics Coordinator (Early Morning Shift),"RXO, Inc.",17,685.71,"inc (17), coordinator (31), shift (94), logistics (406), early (407), morning (1,733), rxo (2,112)",2
8569,"Associate Legal Counsel, Commercial and Privacy",Hootsuite,13,685.71,"and (13), associate (18), commercial (176), legal (202), counsel (689), hootsuite (1,418), privacy (2,284)",2
8570,Lethbridge Trigonometry Tutor,"Varsity Tutors, a Nerdy Company",19,685.71,"company (19), tutor (22), tutors (25), nerdy (26), varsity (27), trigonometry (1,760), lethbridge (2,921)",1
8571,Product Support Specialist IV,Rheem Manufacturing,24,685.8,"specialist (24), support (63), product (127), manufacturing (465), rheem (2,750)",2
8572,SENIOR SPRINKLER DESIGNER,Troy Life & Fire Safety Ltd.,6,685.88,"senior (6), ltd (23), designer (111), safety (183), life (290), fire (441), sprinkler (2,143), troy (2,290)",2
8573,Senior HS&E Specialist,Puratos,6,686.0,"senior (6), specialist (24), puratos (2,028)",2
8574,Personal Caregiver,Bayshore HealthCare,476,686.0,"healthcare (476), personal (541), caregiver (717), bayshore (1,010)",6
8575,Senior IT Systems Analyst,Norton Rose Fulbright,6,686.33,"senior (6), analyst (44), systems (92), rose (1,222), norton (1,365), fulbright (1,389)",2
8576,cook,Meat & Bread,169,686.33,"cook (169), meat (899), bread (991)",1
8577,Software Test Engineer,Aquent,9,686.5,"engineer (9), software (21), test (451), aquent (2,265)",6
8578,Maintenance Tech,West Coast Self-Storage,129,686.5,"maintenance (129), west (152), coast (264), tech (283), storage (1,483), self (1,808)",2
8579,administrative assistant,SUPERSONIC TRANSPORT LTD,14,686.6,"assistant (14), ltd (23), administrative (99), transport (447), supersonic (2,850)",2
8580,Music Marketing Manager (12-Month Fixed-Term Employment Contract),Create Music Group,3,686.6,"manager (3), group (20), marketing (103), contract (121), term (175), month (214), music (844), fixed (880), employment (1,526), create (2,980)",2
8581,Support Equipment Technician - Guideway (Journeyman Heavy Duty Mechanics),British Columbia Rapid Transit Company,19,686.69,"company (19), technician (28), support (63), columbia (66), british (75), equipment (162), transit (410), rapid (530), heavy (593), duty (788), journeyman (924), mechanics (1,880), guideway (3,389)",2
8582,Associate Dentist- My Tsawwassen Dentist,Dentalcorp,18,686.75,"associate (18), tsawwassen (647), dentist (657), dentalcorp (1,425)",2
8583,Client Services Coordinator,ZLC FINANCIAL,7,686.8,"services (7), coordinator (31), financial (67), client (174), zlc (3,155)",2
8584,Senior Node Development Engineer,Family Innovation Corp.,6,687.0,"senior (6), engineer (9), development (33), family (36), corp (448), innovation (862), node (3,415)",2
8585,Content Developer (Physics),DataAnnotation,53,687.0,"developer (53), content (473), dataannotation (695), physics (1,527)",2
8586,"Senior Consultant, Construction Solutions | Forensic & Litigation Consulting | Vancouver",FTI Consulting,4,687.0,"vancouver (4), senior (6), construction (72), consultant (74), solutions (89), consulting (232), forensic (379), litigation (958), fti (4,369)",2
8587,Intermediate Transportation Engineer,Aplin Martin,9,687.0,"engineer (9), intermediate (148), transportation (427), martin (1,385), aplin (1,466)",2
8588,Pharmacy Support Student - Fixed-Term,Sentrex Health Solutions,0,687.12,"health (0), support (63), solutions (89), student (120), pharmacy (146), term (175), fixed (880), sentrex (4,024)",2
8589,"Team Lead, Software Development (Emerging Products)",Spare,21,687.29,"software (21), development (33), lead (52), team (100), products (309), emerging (1,823), spare (2,473)",2
8590,assistant manager - food services,Artigiano,3,687.4,"manager (3), services (7), assistant (14), food (95), artigiano (3,318)",2
8591,Senior Project Manager,STO Building Group,3,688.0,"manager (3), senior (6), group (20), project (42), building (184), sto (3,873)",2
8592,Marketing and communications co-op,Schneider Electric,13,688.2,"and (13), marketing (103), communications (213), electric (540), schneider (2,572)",1
8593,retail sales manager,Surrey Mitsubishi,3,688.4,"manager (3), sales (16), surrey (45), retail (70), mitsubishi (3,308)",2
8594,"Director, Sales and Leasing",Townline,13,688.4,"and (13), sales (16), director (48), leasing (684), townline (2,681)",2
8595,Finance Clerk,Colas Canada Inc.,11,688.4,"canada (11), inc (17), clerk (143), finance (259), colas (3,012)",2
8596,"Social Worker, Older Adult and Dementia Caregiver Resilience Clinic",Providence Health Care,0,688.5,"health (0), and (13), care (15), worker (47), social (112), clinic (132), providence (186), adult (431), caregiver (717), older (820), resilience (2,140), dementia (3,649)",2
8597,Junior Loan Advisor - Entry level (Fresh Graduate),Spring Financial,67,688.56,"financial (67), advisor (77), level (237), junior (252), entry (569), spring (591), graduate (1,128), fresh (1,614), loan (1,662)",2
8598,Payroll Associate,Svante,18,688.67,"associate (18), payroll (429), svante (1,619)",2
8599,First Cook,Rosewood Hotel Georgia,169,688.8,"cook (169), first (272), hotel (643), rosewood (1,179), georgia (1,181)",1
8600,Customer Service Associate Hardware,RONA,18,688.8,"associate (18), service (38), customer (102), hardware (705), rona (2,581)",1
8601,Science Intern (Summer Internship),veritree,253,688.8,"science (253), intern (334), summer (440), internship (683), veritree (1,734)",2
8602,Content Marketer | Cash Management Group,Canaccord Genuity Group Inc.,17,688.88,"inc (17), group (20), management (76), content (473), canaccord (791), genuity (802), cash (1,517), marketer (1,815)",2
8603,Physiotherapist - Complex Activation Medical Unit (CAMU) / Acute Medicine Unit (AMU),Vancouver Coastal Health,0,688.92,"health (0), vancouver (4), coastal (12), unit (49), medical (62), medicine (80), physiotherapist (161), acute (233), complex (534), activation (714), amu (3,073), camu (3,345)",4
8604,Chef de Partie / Jr. Sous Chef - JOEY Burrard,JOEY Restaurant Group,20,689.0,"group (20), restaurant (130), chef (345), joey (516), sous (1,066), burrard (1,223), partie (1,523)",1
